,listed_price,value,value_description,make_and_model,year,mileage,trim_level,color,location,additional_description,discount,car_URL,thumbnail_URL,make_first,make_second,state,Accident,Past Owners,Usage,is_Excellent_Price,is_Great_Price,is_Fleet_Use,is_Personal_Use
523,7500,Excellent Price,"$1,115 off avg. list price",Chevrolet Cruze,2014,65000,LT with 1LT Automatic,"Black exterior, Black interior","Surprise, AZ","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/1G1PC5SBXE7487149/2014-chevrolet-cruze/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Chevrolet,Cruze, AZ,0,1, Personal use,1,0,0,1
524,6999,Excellent Price,"$1,003 off avg. list price",Lexus HS,2010,169572,HS 250h,"Gray exterior, Black interior","Sacramento, CA","No accidents, 2 Owners, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/JTHBB1BA5A2003351/2010-lexus-hs/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Lexus,HS, CA,0,2, Personal use,1,0,0,1
525,20499,Excellent Price,"$2,231 off avg. list price",Ram 1500,2014,100243,"Big Horn Quad Cab 6'4"" Box 4WD","Red exterior, Gray interior","Tacoma, WA","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/1C6RR7GG2ES119809/2014-ram-1500/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ram,1500, WA,0,1, Personal use,1,0,0,1
526,6995,Excellent Price,"$1,328 off avg. list price",Nissan Altima,2015,95196,2.5 SV,"Gray exterior, Unknown interior","Bountiful, UT","1 accident, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP2FC224618/2015-nissan-altima/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Altima, UT,1,2, Personal use,1,0,0,1
527,9199,Excellent Price,"$1,050 off avg. list price",Honda Civic,2013,73000,LX Sedan Automatic,"Silver exterior, Unknown interior","Seattle, WA","1 accident, 2 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/2HGFB2F53DH580835/2013-honda-civic/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Honda,Civic, WA,1,2, Fleet use,1,0,1,0
528,7500,Excellent Price,"$1,645 off avg. list price",Toyota Camry,2014,152246,2014 LE I4 Automatic,"Black exterior, Gray interior","Tampa, FL","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/4T1BF1FK1EU355034/2014-toyota-camry/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Camry, FL,0,1, Personal use,1,0,0,1
529,15497,Excellent Price,"$1,788 off avg. list price",Nissan Rogue,2019,34057,SV FWD,"White exterior, Black interior","Murray, UT","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/KNMAT2MT6KP540796/2019-nissan-rogue/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Rogue, UT,0,1, Personal use,1,0,0,1
530,7999,Excellent Price,,Ford Escape,2015,65470,SE FWD,"Silver exterior, Gray interior","Austin, TX","2 accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1FMCU0GX1FUC78116/2015-ford-escape/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ford,Escape, TX,2,2, Personal use,1,0,0,1
531,12999,Excellent Price,"$1,562 off avg. list price",Toyota Camry,2012,39787,Hybrid XLE,"Gray exterior, Gray interior","Reno, NV","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/4T1BD1FK6CU058022/2012-toyota-camry/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Camry, NV,0,1, Personal use,1,0,0,1
532,26800,Excellent Price,"$4,553 off avg. list price",Nissan Armada,2019,32737,SV RWD,"Silver exterior, Black interior","Phoenix, AZ","No accidents, 1 Owner, Fleet use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/JN8AY2ND7K9091386/2019-nissan-armada/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Armada, AZ,0,1, Fleet use,1,0,1,0
533,13900,Excellent Price,"$3,155 off avg. list price",INFINITI G,2011,109380,G37 Base Convertible RWD Automatic,"White exterior, Beige interior","Phoenix, AZ","1 accident, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JN1CV6FE7BM951671/2011-infiniti-g/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",INFINITI,G, AZ,1,1, Personal use,1,0,0,1
534,15800,Excellent Price,"$2,683 off avg. list price",Toyota RAV4,2014,40525,EV FWD,"Gray exterior, Gray interior","Vallejo, CA","No accidents, 2 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/2T3YL4DVXEW003062/2014-toyota-rav4/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,RAV4, CA,0,2, Fleet use,1,0,1,0
535,7995,Excellent Price,"$1,394 off avg. list price",Lexus ES,2007,128245,ES 350,"Red exterior, Unknown interior","Everett, WA","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JTHBJ46G772014072/2007-lexus-es/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Lexus,ES, WA,0,2, Personal use,1,0,0,1
536,7988,Excellent Price,"$1,235 off avg. list price",Kia Sorento,2011,121401,EX V6 FWD Automatic,"Silver exterior, Black interior","Charlotte, NC","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/5XYKU4A23BG039814/2011-kia-sorento/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Kia,Sorento, NC,0,1, Personal use,1,0,0,1
537,14495,Excellent Price,,HUMMER H2,2004,143633,SUV,"White exterior, Beige interior","Garland, TX","No accidents, 4 Owners, Personal use",Upfront Price Available,https://www.truecar.com/used-cars-for-sale/listing/5GRGN23U44H120528/2004-hummer-h2/,https://listings-prod.tcimg.net/listings/54235/28/05/5GRGN23U44H120528/7F75RAMYQI654JLMOMFVCJNHZI-318.jpg,HUMMER,H2, TX,0,4, Personal use,1,0,0,1
538,3800,Excellent Price,$627 off avg. list price,Honda Element,2005,155009,EX 4WD Automatic,"Black exterior, Gray interior","Greensboro, NC","No accidents, 3 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/5J6YH28635L007539/2005-honda-element/,https://listings-prod.tcimg.net/listings/175049/39/75/5J6YH28635L007539/7RAFSRP2B3W6V2Y6KBXUTWAW2Q-318.jpg,Honda,Element, NC,0,3, Fleet use,1,0,1,0
539,20142,Excellent Price,"$3,483 off avg. list price",Nissan Frontier,2019,46121,SV Crew Cab 4WD Automatic,"Black exterior, Gray interior","Ft. Myers, FL","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1N6AD0EV5KN707403/2019-nissan-frontier/,https://listings-prod.tcimg.net/listings/1462/03/74/1N6AD0EV5KN707403/T55WCX5IZLN4GHNCS6F42PARM4-318.jpg,Nissan,Frontier, FL,0,2, Personal use,1,0,0,1
540,2340,Excellent Price,$338 off avg. list price,Dodge Stratus,2006,146509,SXT,"Silver exterior, Unknown interior","Anniston, AL","No accidents, 4 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1B3AL46T86N230824/2006-dodge-stratus/,https://listings-prod.tcimg.net/listings/38229/24/08/1B3AL46T86N230824/IVX5BXVITROB4FEGDJOX2J2MSI-318.jpg,Dodge,Stratus, AL,0,4, Personal use,1,0,0,1
541,6995,Excellent Price,$972 off avg. list price,Hyundai Sonata,2011,87368,GLS 2.4L Automatic,"White exterior, Brown interior","Alpharetta, GA","No accidents, 3 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/5NPEB4AC8BH160584/2011-hyundai-sonata/,https://listings-prod.tcimg.net/listings/87083/84/05/5NPEB4AC8BH160584/QZA22H67DU3ACVMGKIPAXFZIWQ-318.jpg,Hyundai,Sonata, GA,0,3, Personal use,1,0,0,1
542,8988,Excellent Price,"$1,404 off avg. list price",Honda Accord,2015,132717,EX-L Coupe I4 CVT,"White exterior, Unknown interior","Clermont, FL","No accidents, 2 Owners, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/1HGCT1B87FA011739/2015-honda-accord/,https://listings-prod.tcimg.net/listings/19448/39/17/1HGCT1B87FA011739/YWRZRS27CHPGDDO4J5EKTT3LXM-318.jpg,Honda,Accord, FL,0,2, Personal use,1,0,0,1
543,15982,Excellent Price,"$2,897 off avg. list price",Mazda CX-5,2018,93185,Grand Touring AWD,"Black exterior, Black interior","Richmond, VA","1 accident, 2 Owners, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/JM3KFBDM0J0349023/2018-mazda-cx-5/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Mazda,CX-5, VA,1,2, Personal use,1,0,0,1
544,8500,Excellent Price,"$1,130 off avg. list price",Toyota Corolla,2014,96250,LE CVT,"White exterior, Unknown interior","Wilson, NC","1 accident, 2 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/2T1BURHE7EC091766/2014-toyota-corolla/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Corolla, NC,1,2, Fleet use,1,0,1,0
545,7988,Excellent Price,"$1,138 off avg. list price",Nissan Sentra,2015,59717,SL CVT,"Black exterior, Black interior","Kennesaw, GA","2 accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP2FY364294/2015-nissan-sentra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Sentra, GA,2,2, Personal use,1,0,0,1
546,7999,Excellent Price,"$1,455 off avg. list price",Acura RL,2005,82120,AWD,"Gray exterior, Beige interior","Burien, WA","No accidents, 2 Owners, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/JH4KB16505C012620/2005-acura-rl/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Acura,RL, WA,0,2, Personal use,1,0,0,1
547,8995,Excellent Price,"$1,703 off avg. list price",Honda Civic,2012,75598,EX Sedan Automatic,"Silver exterior, Gray interior","Manchester, NH","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/2HGFB2F86CH535428/2012-honda-civic/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Honda,Civic, NH,0,2, Personal use,1,0,0,1
548,14681,Excellent Price,"$1,976 off avg. list price",Nissan Altima,2018,35512,2.5 SR,"White exterior, Black interior","Maple Shade, NJ","No accidents, 1 Owner, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3APXJC268102/2018-nissan-altima/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Altima, NJ,0,1, Fleet use,1,0,1,0
549,9300,Excellent Price,,Ford Fusion,2015,61777,SE FWD,"Gray exterior, Black interior","Houston, TX","1 accident, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1FA6P0HD2F5118498/2015-ford-fusion/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ford,Fusion, TX,1,2, Personal use,1,0,0,1
550,8293,Excellent Price,,Honda Civic,2012,94645,Hybrid Sedan I4 CVT,"White exterior, Gray interior","Austin, TX","1 accident, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JHMFB4F20CS008563/2012-honda-civic/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Honda,Civic, TX,1,1, Personal use,1,0,0,1
551,6600,Excellent Price,$816 off avg. list price,Hyundai Elantra,2013,105061,Limited Sedan Automatic,"Silver exterior, Gray interior","Corona, CA","1 accident, 3 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/KMHDH4AE5DU753528/2013-hyundai-elantra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Hyundai,Elantra, CA,1,3, Personal use,1,0,0,1
552,4298,Excellent Price,,Honda CR-V,2007,236300,EX-L 4WD,"Black exterior, Unknown interior","San Marcos, TX","1 accident, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JHLRE48787C060637/2007-honda-cr-v/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Honda,CR-V, TX,1,2, Personal use,1,0,0,1
553,10880,Excellent Price,,Buick Regal,2017,64967,Sport Touring FWD,"Black exterior, Black interior","Fort Worth, TX","1 accident, 2 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/2G4GL5EX9H9102533/2017-buick-regal/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Buick,Regal, TX,1,2, Fleet use,1,0,1,0
554,23080,Excellent Price,,Chrysler 300,2019,24400,S RWD,"Black exterior, Black interior","San Antonio, TX","No accidents, 1 Owner, Personal use",Upfront Price Available,https://www.truecar.com/used-cars-for-sale/listing/2C3CCABG1KH548466/2019-chrysler-300/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Chrysler,300, TX,0,1, Personal use,1,0,0,1
555,8995,Excellent Price,"$1,567 off avg. list price",Kia Forte,2014,42160,EX Sedan Automatic,"White exterior, Black interior","Chicago, IL","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/KNAFX4A82E5053081/2014-kia-forte/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Kia,Forte, IL,0,2, Personal use,1,0,0,1
556,53983,Excellent Price,"$6,151 off avg. list price",Mercedes-Benz GLE,2020,8808,GLE 350 4MATIC,"Silver exterior, Black interior","Newport Beach, CA","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/4JGFB4KB3LA007318/2020-mercedes-benz-gle/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Mercedes-Benz,GLE, CA,0,1, Personal use,1,0,0,1
